physName,comment,commentDate,ratingStaff,ratingPunctuality,ratingHelpfulness,ratingKnowledge
Dr. Robert Clark,"The best Gastro Doctor by far - his bedside manner, knowledge and care and concern are amazing. His receptionist is lovely - always a pleasure! I have been with him since I was 20 years old and I am 53 now - never even thought about seeing anyone else!!!!!","August 2, 2016",5,5,5,5
Dr. Robert Clark,"Hi,
My name is Izabela and I would like to thank Dr. Clark for the excellent everything that he did while in the hospital, follow ups and for basically saving my life.
great doctor, great person with a good sense of humor.
Well, in my books he is amazing!!","May 24, 2016",5,5,5,5
Dr. Robert Clark,"This doctor is unprofessional, and lacks listening skills and is incapable of critical thinking outside typical common gastro issues. He lacks patient empathy. When anyone questions his authority, nurses included he excludes and punishes people by withdrawing treatment. The staff at Trillium think very poorly of his capabilities as a medical practitioner but cannot rise up to speak about this because he tweaks the system to fit his needs.","May 4, 2016",1,1,1,2
Dr. Robert Clark,"What an amazing man, can't say enough in praises about him and his staff..he does save lives","April 26, 2016",5,5,5,5
Dr. Robert Clark,Love this man. He saves lives. Great person. Highly recommend.,"September 18, 2015",5,5,5,5
Dr. Robert Clark,"Simply the most compassionate and caring specialist I have ever seen. He is very kind, listens to your concern and it very down to earth. I wish all the doctors were like him.","April 15, 2015",5,5,5,5
Dr. Robert Clark,Dr. Clark treated me from intestine ulcer and internal bleeding during a weekend emergency. I was very fortunate to have him. He is a caring knowledgeable Dr. with a sense of hummer and human touch. Thank you Dr. Clark.,"April 8, 2015",5,5,5,5
Dr. Melanie Beaton,Shes just amazing and caring. Loved her attitude. She fully takes her time to answer questions. Stay the same dr beaton.,"November 3, 2016",5,5,5,5
Dr. Melanie Beaton,"Best doctor I ever had. Amazing bedside manner, very caring, works with you.","October 24, 2016",5,4,5,5
Dr. Melanie Beaton,"Dr. Beaton is thorough and compassionate. Extremely knowledgeable. Her kindness is evident. As an RN, who is a patient, you recognize good doctors. Dr. Beaton is just that.","July 6, 2016",5,5,5,5
Dr. Melanie Beaton,"amazing bed side manner, I was very nervous for both the endoscope and colonopscopy and she talked to me before and calmed me right down. I felt very safe and comfortable. She explained everything before hand and after. Great experience, considering!","May 10, 2016",5,5,5,5
Dr. Melanie Beaton,"When I was totally screwed up with a bad gall bladder, she was instrumental in getting me admitted , tested and finally operated on. A very caring and knowledgeable doctor.","August 26, 2015",5,5,5,5
Dr. Melanie Beaton,"If I could have given this physican 6 stars I would! I had been given terrible news and she supported me and went above and beyond the ""call of duty""","August 17, 2015",5,5,5,5
Dr. Melanie Beaton,Dr. Beaton is not only caring but kind and she is very knowledgable. She has been helping me deal with some complicated health issues and has gone beyond my expectations. I'm blown away by how much she truly cares. Her staff are always very kind.,"September 25, 2014",5,5,5,5
Dr. Michael J. Ostro,BEST DIAGNOSTICIAN IN THE GTA!!!! BRILLIANT DR. & GREAT SENSE OF HUMOR. USE HIM AS YOUR PRIMARY PHYSICIAN AND HE WILL BEND OVER BACKWARDS TO GIVE YOU THE BEST PATIENT CARE.,"March 14, 2017",5,5,5,5
Dr. Michael J. Ostro,"Dr OSTRO is Brilliant, he has looked after myself and my Family since the mid 80s, he help get me Sober, with AA of course but Monitoring me as I grew up.,,we move North to Barrie area for almost 20 year and when we moved back down to the GTA, did not Hesitate to take us back again,now that we Approaching our Golden years , we still feel Secure with this man ,, thanks dr OSTRO ..","August 30, 2016",5,5,5,5
Dr. Michael J. Ostro,"Doctor Ostro Has Been Helping Me Since 2009 , He Is A Fantastic Doctor I Am Very Happy With Him ! thanks Doctor Ostro . Carla Nagy.","May 5, 2016",5,5,5,5
Dr. Michael J. Ostro,"I was diagnosed with Crohn's disease by this doctor. In short my experience with him was terrible. He put me on a high dosage of prednisone and all it did was give me a huge amount of acne, of which the the scars still remain more than a year later. It did not help me at all and at the end he said I needed surgery. Well I didn't get the surgery but you know what I did get? I got psychosis. The prednisone he put me on gave me psychosis as I was diagnosed with it 2 months later. Now I have to deal with convulsions and anti-psychotic medication that makes me gain weight, makes me super tired and numbs my creativity.","February 9, 2016",3,3,1,2
Dr. Michael J. Ostro,"I have been seeing Dr. Ostro for 2years now. He is very helpful and addresses issues that I have. It's also nice having a doctor that will take you during his lunch. His secretary is extremely nice as well!! I would definitely recommend him to others!!! It's also a huge plus knowing I won't be sitting around for hours waiting to see him, he takes me before or right on time!","September 16, 2015",5,5,5,5
Dr. Michael J. Ostro,Very smart he has been my doctor for over 10 over years,"September 3, 2015",5,5,5,5
Dr. Michael J. Ostro,Brilliant doctor.His advice is always right for me. Never had a problem contacting him in time of need. Exelent.,"August 5, 2015",5,5,5,5
Dr. Michael J. Ostro,"Not a good doctor at all. He, as my family doctor, almost never has time to listen to his patients, which is central to his profession. He does not seem to care much. He never remembered my health history or what he prescribed or did for me previously. Also, he can be quite rude. On top of that, his secretary (at the Davisville office) will drive you crazy with her pedantic and even more rude attitude. 
'Efficiency' does not make a doctor a good one. It helps him/her make more money, maybe. Ostro is not there to produce auto parts in an efficient way but to treat human beings, which are two very different things.","Submitted June 10, 2015",1,4,2,3
Dr. Michael J. Ostro,Has been looking after all members of my family for years.His advice always helps us out and he is a caring and kind man. Glad to have found him.,"May 30, 2015",5,5,5,5
Dr. Michael J. Ostro,"I saw Dr. Ostro as a young adult. He diagnosed me with Ulcerative Colitis without a colonoscopy or explaining what this disease was. He threw some predisone at me (a lot of predisone) and sent me on my way. He was NOT helpful at all. After not getting any better and being hospitalized, thank goodness my parents stepped in and got me to see someone else, who couldn't believe I had never had a colonoscopy or endoscopy to rule out Crohns. I would not recommend this Dr. at all.","May 5, 2015",3,3,1,2
Dr. Kevin Bax,Dr Bax is excellent with my son. My son feels very comfortable around him and he makes him laugh. He is very thorough and does all necessary steps to figure things out within reason.,"September 15, 2017",5,5,5,5
Dr. Kevin Bax,My son has Crohn's disease. If it were not for Dr. Bax my son would not be here today. He is a wonderful Christian man and an amazing doctor.,"February 19, 2017",5,5,5,5
Dr. Kevin Bax,"The best doctor I have ever met, he is so wonderful with my granddaughter and her care. He only does tests that are necessary and is always answers your questions. Takes his time and doesn't rush you out the door. I can honestly say I trust him and what he is doing.","February 7, 2017",5,5,5,5
Dr. Kevin Bax,"What a wonderful doctor. Thanks to Dr Bax We finally got answers. And in only a month of visits to his office we had first meeting, scope and results. We had to drive an hr to see Dr bax but without his help I'm sure my daughter would still be suffering and being dismissed in hometown hospital. He was also willing to do celiac testing on my other two children as well. This was a God send and we'll worth the drive!!","November 28, 2016",4,4,5,5
